t_s,gx,gy,gz,ax,ay,az,roll_ref_deg,pitch_ref_deg
0.550000,0.246776,0.140868,0.085449,-0.080377,0.179362,0.969044,9.5614,4.3429
0.560000,0.244107,0.153294,0.080410,-0.074896,0.170109,0.975863,9.7058,4.4163
0.570000,0.242932,0.144396,0.079484,-0.060655,0.178440,0.980569,9.8488,4.4894
0.580000,0.233643,0.139664,0.090022,-0.081008,0.177524,0.979872,9.9902,4.5623
0.590000,0.237005,0.142670,0.087358,-0.082637,0.183603,0.987916,10.1300,4.6348
0.600000,0.230398,0.138604,0.078515,-0.089468,0.167810,0.989323,10.2682,4.7070
0.610000,0.227770,0.150394,0.094297,-0.083069,0.164494,0.976323,10.4048,4.7789
0.620000,0.224612,0.134731,0.081338,-0.081687,0.177668,0.971923,10.5397,4.8505
0.630000,0.218144,0.150725,0.081490,-0.094095,0.180792,0.988620,10.6730,4.9218
0.640000,0.215428,0.143807,0.085632,-0.079538,0.200746,0.973040,10.8046,4.9927
0.650000,0.221393,0.137029,0.079721,-0.076296,0.197171,0.978034,10.9345,5.0633
0.660000,0.206616,0.143386,0.078270,-0.098718,0.184632,0.979946,11.0627,5.1336
0.670000,0.198778,0.141954,0.082016,-0.096539,0.203618,0.983064,11.1891,5.2035
0.680000,0.203127,0.136362,0.084354,-0.107064,0.192025,0.970107,11.3138,5.2731
0.690000,0.203251,0.140318,0.080802,-0.081758,0.199703,0.972737,11.4366,5.3423
0.700000,0.193557,0.142411,0.083005,-0.079795,0.191987,0.975622,11.5577,5.4112
0.710000,0.195996,0.137892,0.080170,-0.112639,0.209718,0.981361,11.6769,5.4797
0.720000,0.198588,0.149095,0.078284,-0.097039,0.203540,0.993724,11.7943,5.5479
0.730000,0.180895,0.139782,0.072293,-0.123670,0.185174,0.959960,11.9099,5.6156
0.740000,0.191481,0.132507,0.078285,-0.110660,0.213399,0.962235,12.0235,5.6830
0.750000,0.189278,0.131368,0.075382,-0.098962,0.209410,0.986982,12.1353,5.7501
0.760000,0.179817,0.129768,0.076194,-0.107074,0.218252,0.976056,12.2451,5.8167
0.770000,0.175114,0.139618,0.076152,-0.103859,0.214615,0.986985,12.3530,5.8829
0.780000,0.171686,0.132968,0.073370,-0.096779,0.208702,0.974629,12.4589,5.9488
0.790000,0.159111,0.139380,0.071753,-0.112549,0.226900,0.957341,12.5629,6.0142
0.800000,0.164634,0.133966,0.073240,-0.092476,0.233004,0.950466,12.6649,6.0793
0.810000,0.154172,0.137057,0.071545,-0.110913,0.220978,0.976601,12.7649,6.1440
0.820000,0.156660,0.132902,0.074012,-0.095218,0.216360,0.972586,12.8629,6.2082
0.830000,0.151552,0.132357,0.076898,-0.110874,0.212771,0.976662,12.9589,6.2720
0.840000,0.157489,0.132430,0.081251,-0.101968,0.233749,0.971247,13.0528,6.3354
0.850000,0.147764,0.134913,0.077792,-0.121181,0.226231,0.948849,13.1446,6.3984
0.860000,0.142934,0.132029,0.083493,-0.111014,0.236762,0.967254,13.2344,6.4610
0.870000,0.134083,0.122263,0.072338,-0.127265,0.235270,0.964714,13.3220,6.5231
0.880000,0.138266,0.129035,0.082288,-0.104072,0.223894,0.963585,13.4076,6.5848
0.890000,0.128942,0.119900,0.080332,-0.103847,0.231662,0.960940,13.4911,6.6460
0.900000,0.133231,0.115610,0.077739,-0.115357,0.227359,0.979338,13.5724,6.7069
0.910000,0.128780,0.125347,0.076321,-0.121716,0.229252,0.951897,13.6516,6.7672
0.920000,0.126955,0.131100,0.080656,-0.129817,0.256449,0.984344,13.7286,6.8271
0.930000,0.117105,0.120738,0.072251,-0.115719,0.227741,0.963771,13.8035,6.8866
0.940000,0.117699,0.117013,0.086537,-0.105259,0.225693,0.949556,13.8762,6.9456
0.950000,0.106910,0.118670,0.075123,-0.147752,0.236933,0.981307,13.9466,7.0041
0.960000,0.098798,0.121729,0.068933,-0.116564,0.238084,0.982279,14.0149,7.0622
0.970000,0.101451,0.120492,0.079080,-0.129006,0.228024,0.965493,14.0810,7.1198
0.980000,0.095563,0.122434,0.078161,-0.130036,0.246675,0.979461,14.1449,7.1769
0.990000,0.086902,0.129530,0.075031,-0.133580,0.267736,0.963252,14.2065,7.2335
1.000000,0.095281,0.124161,0.067811,-0.125678,0.239176,0.947911,14.2658,7.2897
1.010000,0.075544,0.119805,0.079141,-0.123943,0.242299,0.952980,14.3230,7.3454
1.020000,0.075427,0.115730,0.071007,-0.130838,0.246018,0.951650,14.3778,7.4005
1.030000,0.075147,0.113906,0.076139,-0.124680,0.248879,0.964986,14.4304,7.4552
1.040000,0.063980,0.115007,0.077542,-0.124277,0.231930,0.961519,14.4807,7.5094
1.050000,0.074192,0.115191,0.075688,-0.127113,0.251155,0.966347,14.5287,7.5631
1.060000,0.064431,0.116020,0.072259,-0.134243,0.261949,0.957241,14.5745,7.6163
1.070000,0.059124,0.111965,0.080124,-0.141996,0.259219,0.949606,14.6179,7.6690
1.080000,0.050565,0.114609,0.076862,-0.131376,0.261397,0.954553,14.6590,7.7211
1.090000,0.053947,0.108177,0.082536,-0.128920,0.256755,0.960269,14.6978,7.7728
1.100000,0.043672,0.110227,0.078785,-0.136321,0.253207,0.944515,14.7343,7.8239
1.110000,0.044366,0.107533,0.070901,-0.138551,0.233945,0.964832,14.7685,7.8745
1.120000,0.043573,0.109845,0.071397,-0.147323,0.251500,0.933352,14.8003,7.9246
1.130000,0.036060,0.112546,0.074861,-0.143670,0.255293,0.960850,14.8298,7.9742
1.140000,0.036467,0.108418,0.073032,-0.144186,0.255716,0.972670,14.8569,8.0232
1.150000,0.025228,0.102157,0.072196,-0.161375,0.257578,0.943270,14.8817,8.0717
1.160000,0.016489,0.096624,0.071028,-0.135556,0.241511,0.939174,14.9042,8.1196
1.170000,0.019371,0.103874,0.078856,-0.134654,0.254845,0.943490,14.9243,8.1670
1.180000,0.013680,0.107149,0.073863,-0.157243,0.266222,0.952123,14.9420,8.2139
1.190000,0.008069,0.103786,0.082019,-0.141033,0.252091,0.962917,14.9574,8.2602
1.200000,0.016663,0.109696,0.080324,-0.155682,0.293131,0.943940,14.9704,8.3060
1.210000,-0.000120,0.098299,0.085193,-0.141037,0.241487,0.958444,14.9811,8.3512
1.220000,0.000284,0.099239,0.071061,-0.153261,0.251499,0.955849,14.9893,8.3958
1.230000,-0.009241,0.103533,0.072521,-0.164086,0.248543,0.968975,14.9953,8.4399
1.240000,-0.013697,0.110578,0.079841,-0.159168,0.247625,0.957796,14.9988,8.4834
1.250000,-0.020910,0.109755,0.072548,-0.141456,0.270560,0.954158,15.0000,8.5264
1.260000,-0.024189,0.095517,0.079436,-0.140239,0.256477,0.941147,14.9988,8.5688
1.270000,-0.023185,0.092508,0.066835,-0.156694,0.241498,0.960928,14.9953,8.6106
1.280000,-0.017859,0.104152,0.075016,-0.155104,0.262584,0.965595,14.9893,8.6519
1.290000,-0.033854,0.093121,0.089052,-0.152207,0.250677,0.956114,14.9811,8.6925
1.300000,-0.033039,0.087694,0.076914,-0.163487,0.252543,0.973630,14.9704,8.7326
1.310000,-0.036401,0.091299,0.073634,-0.155619,0.265589,0.949200,14.9574,8.7721
1.320000,-0.037024,0.083846,0.076995,-0.135749,0.234720,0.966669,14.9420,8.8111
1.330000,-0.057693,0.089207,0.077733,-0.145595,0.222931,0.935587,14.9243,8.8494
1.340000,-0.055421,0.088778,0.074283,-0.156697,0.242254,0.950743,14.9042,8.8871
1.350000,-0.060971,0.088743,0.081812,-0.140800,0.247151,0.951578,14.8817,8.9243
1.360000,-0.060638,0.084969,0.078805,-0.171381,0.256994,0.945620,14.8569,8.9608
1.370000,-0.069792,0.077416,0.085032,-0.157785,0.264294,0.957520,14.8298,8.9968
1.380000,-0.077645,0.078843,0.083182,-0.164646,0.241380,0.953040,14.8003,9.0322
1.390000,-0.074125,0.078100,0.077929,-0.162373,0.225829,0.959908,14.7685,9.0669
1.400000,-0.081398,0.088572,0.073979,-0.173972,0.263011,0.939090,14.7343,9.1011
1.410000,-0.084612,0.083920,0.078254,-0.175309,0.252384,0.953067,14.6978,9.1346
1.420000,-0.079090,0.082752,0.095255,-0.175781,0.249617,0.944425,14.6590,9.1675
1.430000,-0.083801,0.082786,0.084022,-0.167652,0.241674,0.934887,14.6179,9.1999
1.440000,-0.085080,0.080079,0.079126,-0.151090,0.255888,0.965039,14.5745,9.2316
1.450000,-0.105785,0.072823,0.081586,-0.157406,0.257167,0.945313,14.5287,9.2627
1.460000,-0.101056,0.086266,0.084250,-0.152780,0.246580,0.963200,14.4807,9.2931
1.470000,-0.096682,0.074612,0.087092,-0.170751,0.251813,0.964701,14.4304,9.3230
1.480000,-0.113456,0.078402,0.077778,-0.170556,0.245003,0.975124,14.3778,9.3522
1.490000,-0.112129,0.076416,0.077679,-0.162221,0.232314,0.950248,14.3230,9.3808
1.500000,-0.113458,0.070364,0.088779,-0.165502,0.241127,0.968891,14.2658,9.4088
1.510000,-0.124823,0.061769,0.088214,-0.159807,0.220444,0.956746,14.2065,9.4362
1.520000,-0.127525,0.076897,0.078248,-0.170216,0.231945,0.945945,14.1449,9.4629
1.530000,-0.132916,0.059792,0.076922,-0.180924,0.224992,0.941084,14.0810,9.4890
1.540000,-0.135907,0.062345,0.076131,-0.160513,0.238363,0.952566,14.0149,9.5144
1.550000,-0.139489,0.072513,0.083648,-0.160970,0.211825,0.950563,13.9466,9.5393
1.560000,-0.151872,0.061196,0.084500,-0.172883,0.241677,0.947097,13.8762,9.5635
1.570000,-0.141965,0.054332,0.081509,-0.162347,0.240619,0.956284,13.8035,9.5870
1.580000,-0.138950,0.058794,0.080746,-0.194535,0.251682,0.954109,13.7286,9.6099
1.590000,-0.158311,0.066230,0.089361,-0.166239,0.218341,0.962239,13.6516,9.6322
1.600000,-0.159298,0.052526,0.088582,-0.189021,0.237022,0.962902,13.5724,9.6538
1.610000,-0.149672,0.058753,0.073253,-0.176417,0.230623,0.962132,13.4911,9.6748
1.620000,-0.158735,0.046071,0.082074,-0.158707,0.244005,0.977462,13.4076,9.6951
1.630000,-0.169278,0.060093,0.092459,-0.156764,0.234357,0.967414,13.3220,9.7148
1.640000,-0.174939,0.046098,0.088990,-0.172543,0.225358,0.953641,13.2344,9.7339
1.650000,-0.176590,0.053222,0.079139,-0.168703,0.226584,0.958954,13.1446,9.7523
1.660000,-0.181954,0.054710,0.093782,-0.175706,0.234917,0.968927,13.0528,9.7700
1.670000,-0.195086,0.045684,0.081409,-0.162170,0.222872,0.965092,12.9589,9.7871
1.680000,-0.182194,0.043702,0.081021,-0.182499,0.217665,0.959478,12.8629,9.8035
1.690000,-0.188047,0.043262,0.089449,-0.161371,0.233180,0.968110,12.7649,9.8193
1.700000,-0.191475,0.048957,0.088126,-0.177320,0.228921,0.978517,12.6649,9.8345
1.710000,-0.185987,0.044463,0.086856,-0.166887,0.214281,0.967866,12.5629,9.8489
1.720000,-0.199918,0.042004,0.094183,-0.169641,0.213222,0.970840,12.4589,9.8627
1.730000,-0.201971,0.043112,0.085221,-0.183719,0.210454,0.951004,12.3530,9.8759
1.740000,-0.205051,0.034423,0.090269,-0.164237,0.211747,0.961730,12.2451,9.8884
1.750000,-0.207368,0.029177,0.080345,-0.173421,0.210542,0.962301,12.1353,9.9002
1.760000,-0.217789,0.038335,0.083700,-0.182811,0.208499,0.961365,12.0235,9.9114
1.770000,-0.210067,0.039658,0.089777,-0.169090,0.194834,0.954483,11.9099,9.9219
1.780000,-0.226656,0.049383,0.080837,-0.174574,0.197732,0.961407,11.7943,9.9318
1.790000,-0.225439,0.024299,0.081370,-0.186540,0.198087,0.957759,11.6769,9.9410
1.800000,-0.229138,0.033369,0.083569,-0.163459,0.193480,0.967240,11.5577,9.9495
1.810000,-0.235478,0.034219,0.084574,-0.168828,0.198597,0.963646,11.4366,9.9574
1.820000,-0.230879,0.027648,0.093442,-0.163696,0.198047,0.953974,11.3138,9.9646
1.830000,-0.240541,0.024892,0.085594,-0.168671,0.182152,0.977945,11.1891,9.9711
1.840000,-0.238070,0.016780,0.084544,-0.199104,0.181464,0.961085,11.0627,9.9770
1.850000,-0.244147,0.023847,0.085046,-0.179279,0.201841,0.979130,10.9345,9.9822
1.860000,-0.249774,0.030368,0.079001,-0.181566,0.199872,0.944993,10.8046,9.9867
1.870000,-0.244124,0.016453,0.086473,-0.175289,0.199368,0.959693,10.6730,9.9906
1.880000,-0.250238,0.024474,0.086013,-0.181762,0.179550,0.969146,10.5397,9.9938
1.890000,-0.248330,0.015239,0.085100,-0.170356,0.176188,0.966772,10.4048,9.9964
1.900000,-0.255653,0.015087,0.083414,-0.169210,0.164598,0.980694,10.2682,9.9982
1.910000,-0.257261,0.010793,0.088888,-0.171966,0.180832,0.981046,10.1300,9.9994
1.920000,-0.262919,0.012243,0.084498,-0.183459,0.163379,0.972721,9.9902,10.0000
1.930000,-0.263710,0.011929,0.083884,-0.170167,0.163434,0.959893,9.8488,9.9998
1.940000,-0.267204,0.011664,0.082267,-0.165360,0.174489,0.971123,9.7058,9.9990
1.950000,-0.268410,0.014222,0.087496,-0.164694,0.180142,0.971939,9.5614,9.9976
1.960000,-0.269441,0.014549,0.085988,-0.184853,0.170168,0.955867,9.4154,9.9955
1.970000,-0.265234,0.013128,0.088637,-0.173011,0.176121,0.962512,9.2679,9.9927
1.980000,-0.282473,0.004377,0.086403,-0.183527,0.157621,0.973753,9.1190,9.9892
1.990000,-0.283192,0.013974,0.080757,-0.186159,0.157293,0.970737,8.9686,9.9851
2.000000,-0.279443,0.001452,0.082549,-0.179764,0.144120,0.978480,8.8168,9.9803
2.010000,-0.286297,0.006941,0.090647,-0.162809,0.157363,0.981490,8.6636,9.9748
2.020000,-0.282370,-0.000864,0.086380,-0.191411,0.148649,0.967324,8.5090,9.9687
2.030000,-0.286489,0.002941,0.080904,-0.183131,0.139590,0.969298,8.3531,9.9619
2.040000,-0.289896,-0.006890,0.087868,-0.189750,0.118861,0.982052,8.1959,9.9544
2.050000,-0.299447,-0.005331,0.080505,-0.186814,0.133729,0.971193,8.0374,9.9463
2.060000,-0.290151,-0.001702,0.086237,-0.164997,0.146167,0.979814,7.8776,9.9375
2.070000,-0.299195,-0.000276,0.096329,-0.165806,0.149969,0.985371,7.7166,9.9281
2.080000,-0.294972,-0.012240,0.081853,-0.172733,0.112807,0.970576,7.5543,9.9180
2.090000,-0.296887,-0.011535,0.090013,-0.185565,0.121784,0.987138,7.3909,9.9072
2.100000,-0.302142,-0.008178,0.095789,-0.158888,0.115149,0.990476,7.2263,9.8958
2.110000,-0.308175,-0.011138,0.087251,-0.160918,0.109801,0.982206,7.0606,9.8837
2.120000,-0.304347,-0.008413,0.086024,-0.161395,0.111135,0.989545,6.8937,9.8709
2.130000,-0.307026,-0.020891,0.089008,-0.169405,0.111831,0.971094,6.7257,9.8575
2.140000,-0.311761,-0.022521,0.095306,-0.182239,0.105893,0.990283,6.5567,9.8434
2.150000,-0.309360,-0.013128,0.094310,-0.173825,0.099140,0.987650,6.3867,9.8287
2.160000,-0.309981,-0.019782,0.080265,-0.158047,0.112445,0.965841,6.2156,9.8133
2.170000,-0.311692,-0.026770,0.084037,-0.181396,0.097371,0.971606,6.0436,9.7973
2.180000,-0.320239,-0.017360,0.087771,-0.163589,0.111719,0.976570,5.8706,9.7806
2.190000,-0.318305,-0.019706,0.094671,-0.160587,0.111640,0.990839,5.6967,9.7633
2.200000,-0.314900,-0.032734,0.090371,-0.167139,0.095379,0.975724,5.5219,9.7453
2.210000,-0.323747,-0.023142,0.089988,-0.183925,0.094015,0.975731,5.3462,9.7266
2.220000,-0.327758,-0.024670,0.083956,-0.175206,0.081123,0.984485,5.1696,9.7073
2.230000,-0.324389,-0.033499,0.081197,-0.170098,0.089832,0.971504,4.9923,9.6874
2.240000,-0.323182,-0.033567,0.098835,-0.177328,0.074831,0.984263,4.8142,9.6668
2.250000,-0.331369,-0.026713,0.093987,-0.171429,0.081398,0.977461,4.6353,9.6456
2.260000,-0.328041,-0.025094,0.089226,-0.176219,0.092053,0.994568,4.4556,9.6237
2.270000,-0.326742,-0.036948,0.084849,-0.174744,0.078180,0.980084,4.2753,9.6012
2.280000,-0.341432,-0.030417,0.085235,-0.155606,0.069041,0.985428,4.0943,9.5780
2.290000,-0.325712,-0.034502,0.085465,-0.133837,0.065599,0.985522,3.9126,9.5542
2.300000,-0.323600,-0.041857,0.078558,-0.179881,0.069500,0.990366,3.7303,9.5298
2.310000,-0.329492,-0.045986,0.088520,-0.153156,0.060053,0.984708,3.5475,9.5047
2.320000,-0.330700,-0.038766,0.086420,-0.175547,0.056133,0.972522,3.3641,9.4790
2.330000,-0.331749,-0.039330,0.082427,-0.161265,0.039156,0.993482,3.1801,9.4527
2.340000,-0.338017,-0.042712,0.088198,-0.171334,0.063527,0.986391,2.9956,9.4257
2.350000,-0.336263,-0.041949,0.076078,-0.157353,0.048994,0.995753,2.8107,9.3981
2.360000,-0.338160,-0.047914,0.083844,-0.163401,0.033454,0.983683,2.6253,9.3699
2.370000,-0.331358,-0.047926,0.077317,-0.155151,0.023467,0.964643,2.4396,9.3410
2.380000,-0.338285,-0.047915,0.082435,-0.170731,0.037296,0.972073,2.2534,9.3116
2.390000,-0.337682,-0.058251,0.080242,-0.158669,0.018027,0.981041,2.0669,9.2815
2.400000,-0.335303,-0.043779,0.073115,-0.157357,0.020020,0.973010,1.8800,9.2508
2.410000,-0.331675,-0.049528,0.076250,-0.158026,0.035579,0.988464,1.6928,9.2194
2.420000,-0.328778,-0.051180,0.064934,-0.162568,0.018569,0.984789,1.5054,9.1875
2.430000,-0.340253,-0.058798,0.074094,-0.145471,0.028678,0.980293,1.3178,9.1549
2.440000,-0.337177,-0.053496,0.085465,-0.169086,0.027269,0.981084,1.1299,9.1218
2.450000,-0.335001,-0.059157,0.067371,-0.157598,-0.001610,0.985142,0.9419,9.0880
2.460000,-0.341217,-0.061519,0.070888,-0.168516,0.004544,0.984975,0.7537,9.0536
2.470000,-0.334580,-0.057278,0.075546,-0.144017,-0.003936,0.994440,0.5654,9.0186
2.480000,-0.341943,-0.060948,0.080674,-0.162938,0.014510,0.987620,0.3770,8.9830
2.490000,-0.328999,-0.064950,0.083395,-0.149047,-0.008492,1.001434,0.1885,8.9469
2.500000,-0.346299,-0.075881,0.080874,-0.144194,0.000520,0.985322,0.0000,8.9101
2.510000,-0.332965,-0.062448,0.072878,-0.146924,-0.015683,0.982438,-0.1885,8.8727
2.520000,-0.345973,-0.078287,0.069812,-0.141361,-0.017479,0.982614,-0.3770,8.8347
2.530000,-0.346303,-0.064232,0.075238,-0.148012,-0.010808,0.976480,-0.5654,8.7962
2.540000,-0.345097,-0.065639,0.074471,-0.144500,-0.044626,0.999358,-0.7537,8.7570
2.550000,-0.342374,-0.060220,0.071722,-0.151276,-0.009644,0.979557,-0.9419,8.7173
2.560000,-0.335164,-0.075561,0.080230,-0.142931,-0.014537,0.981120,-1.1299,8.6770
2.570000,-0.340152,-0.072080,0.063120,-0.155675,-0.013356,0.975719,-1.3178,8.6361
2.580000,-0.332224,-0.077957,0.074397,-0.160919,-0.021133,0.993056,-1.5054,8.5946
2.590000,-0.332404,-0.069274,0.078535,-0.146627,-0.041475,1.001686,-1.6928,8.5526
2.600000,-0.344022,-0.079458,0.075432,-0.143545,-0.016514,0.988417,-1.8800,8.5099
2.610000,-0.345315,-0.079854,0.072088,-0.150742,-0.021548,0.985982,-2.0669,8.4668
2.620000,-0.343355,-0.077348,0.064944,-0.129482,-0.036194,0.974416,-2.2534,8.4230
2.630000,-0.330038,-0.069032,0.060120,-0.136685,-0.037271,0.990187,-2.4396,8.3787
2.640000,-0.332926,-0.079607,0.066125,-0.130831,-0.058816,1.007987,-2.6253,8.3338
2.650000,-0.326160,-0.089176,0.069007,-0.129958,-0.053434,0.986740,-2.8107,8.2884
2.660000,-0.334915,-0.078579,0.065433,-0.143460,-0.046318,0.986242,-2.9956,8.2424
2.670000,-0.336289,-0.092286,0.060310,-0.154357,-0.072114,0.980993,-3.1801,8.1959
2.680000,-0.329458,-0.086461,0.063192,-0.151925,-0.068022,0.974318,-3.3641,8.1489
2.690000,-0.336090,-0.084304,0.059720,-0.140749,-0.067439,1.012403,-3.5475,8.1012
2.700000,-0.337795,-0.088044,0.064486,-0.147802,-0.061267,0.989597,-3.7303,8.0531
2.710000,-0.333005,-0.088005,0.067506,-0.126154,-0.073670,1.002654,-3.9126,8.0044
2.720000,-0.327444,-0.101133,0.067576,-0.139214,-0.079534,0.997182,-4.0943,7.9552
2.730000,-0.327566,-0.087276,0.063941,-0.130035,-0.067045,0.992472,-4.2753,7.9054
2.740000,-0.329067,-0.088859,0.063852,-0.116646,-0.072171,0.995134,-4.4556,7.8551
2.750000,-0.326380,-0.096577,0.063610,-0.147495,-0.091767,0.986411,-4.6353,7.8043
2.760000,-0.321545,-0.094614,0.068090,-0.138906,-0.076348,0.985917,-4.8142,7.7530
2.770000,-0.320675,-0.095407,0.051539,-0.133342,-0.092619,0.977923,-4.9923,7.7011
2.780000,-0.327640,-0.099965,0.051858,-0.124399,-0.091696,0.970250,-5.1696,7.6488
2.790000,-0.320025,-0.095024,0.057635,-0.134998,-0.096047,0.985630,-5.3462,7.5959
2.800000,-0.323558,-0.100065,0.057177,-0.101724,-0.097523,0.982191,-5.5219,7.5425
2.810000,-0.308471,-0.101645,0.060589,-0.139071,-0.082863,0.980297,-5.6967,7.4886
2.820000,-0.309843,-0.096221,0.057150,-0.129390,-0.095557,0.993220,-5.8706,7.4343
2.830000,-0.315428,-0.101983,0.053292,-0.135892,-0.110897,0.998365,-6.0436,7.3794
2.840000,-0.300205,-0.090860,0.057079,-0.135894,-0.117082,1.002085,-6.2156,7.3240
2.850000,-0.314042,-0.106459,0.053870,-0.109013,-0.120478,0.996825,-6.3867,7.2681
2.860000,-0.297899,-0.106684,0.058363,-0.140925,-0.114166,0.983450,-6.5567,7.2118
2.870000,-0.315433,-0.104738,0.057144,-0.141487,-0.130328,0.977892,-6.7257,7.1550
2.880000,-0.303203,-0.109301,0.049906,-0.133640,-0.116043,0.980410,-6.8937,7.0977
2.890000,-0.299067,-0.109861,0.056309,-0.124103,-0.113376,0.985965,-7.0606,7.0399
2.900000,-0.292018,-0.103410,0.046044,-0.112332,-0.107028,0.974976,-7.2263,6.9817
2.910000,-0.294507,-0.112354,0.054871,-0.115334,-0.134393,0.997587,-7.3909,6.9229
2.920000,-0.296470,-0.112170,0.057103,-0.099975,-0.135651,0.992039,-7.5543,6.8638
2.930000,-0.288881,-0.120291,0.046525,-0.130523,-0.138361,0.979797,-7.7166,6.8041
